,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
292,Micheal Ferland,24,CGY,LW,76,15,10,25,-1,50,13,2,0,1,8,2,0,106,14.2,172,878:56,11:34,3,4,42.9,26,149,36,38,,ferlami01
293,William Karlsson,24,CBJ,C,81,6,19,25,10,10,5,1,0,3,17,0,2,96,6.3,169,1084:23,13:23,435,525,45.3,24,35,33,20,,karlswi01
294,Jordan Martinook,24,ARI,LW,77,11,14,25,-8,40,9,1,1,2,11,1,2,109,10.1,199,1207:18,15:41,460,577,44.4,68,50,40,21,,martijo01
295,Dominic Moore,36,BOS,C,82,11,14,25,2,44,8,0,3,1,13,0,1,96,11.5,152,1061:13,12:57,357,297,54.6,42,63,31,26,,mooredo01
296,Mike Ribeiro,36,NSH,C,46,4,21,25,-5,14,2,2,0,0,16,5,0,38,10.5,74,734:37,15:58,183,261,41.2,6,33,10,27,,ribeimi01
297,Bobby Ryan,29,OTT,RW,62,13,12,25,-3,24,11,2,0,0,9,3,0,111,11.7,228,963:21,15:32,6,3,66.7,36,109,27,27,,ryanbo01
298,Daniel Winnik,31,WSH,LW,72,12,13,25,15,49,10,0,2,3,13,0,0,82,14.6,133,929:53,12:55,9,12,42.9,34,25,30,30,,winnida01
299,Brian Boyle,32,2TM,C,75,13,12,25,3,66,10,3,0,2,9,3,0,131,9.9,216,977:29,13:02,303,278,52.2,41,115,22,19,,boylebr01
299,Brian Boyle,32,TBL,C,54,13,9,22,5,48,10,3,0,2,6,3,0,109,11.9,176,739:40,13:42,175,155,53.0,31,83,12,12,,boylebr01
299,Brian Boyle,32,TOR,C,21,0,3,3,-2,18,0,0,0,0,3,0,0,22,0.0,40,237:49,11:19,128,123,51.0,10,32,10,7,,boylebr01
300,Anthony Beauvillier,19,NYI,LW,66,9,15,24,1,10,9,0,0,2,14,1,0,101,8.9,170,859:23,13:01,123,174,41.4,26,81,17,30,,beauvan01
301,Alex Chiasson,26,CGY,RW,81,12,12,24,-6,46,11,0,1,1,10,2,0,104,11.5,165,1084:29,13:23,7,22,24.1,18,74,32,22,,chiasal01
302,Loui Eriksson,31,VAN,LW,65,11,13,24,-9,8,6,5,0,1,10,2,1,132,8.3,212,1214:03,18:41,0,1,0.0,26,11,37,16,Byng-49,erikslo01
303,Zack Kassian,26,EDM,RW,79,7,17,24,4,101,7,0,0,0,17,0,0,110,6.4,163,971:55,12:18,4,7,36.4,16,201,21,39,,kassiza01
304,Trevor Lewis,30,LAK,C,82,12,12,24,-6,30,11,1,0,3,11,1,0,145,8.3,248,1170:24,14:16,44,66,40.0,30,174,18,12,Selke-29,lewistr01
305,Brett Ritchie,23,DAL,RW,78,16,8,24,11,38,15,1,0,2,7,1,0,167,9.6,312,1005:55,12:54,1,1,50.0,23,153,15,26,,ritchbr01
306,Colton Sceviour,27,FLA,C,80,9,15,24,-16,25,5,1,3,1,12,2,1,172,5.2,264,1170:41,14:38,31,27,53.4,64,108,40,23,,scevico01
307,Troy Stecher,22,VAN,D,71,3,21,24,-16,25,2,1,0,0,14,7,0,125,2.4,307,1418:30,19:59,0,0,,66,51,26,33,,stechtr01
308,Sami Vatanen,25,ANA,D,71,3,21,24,3,30,1,2,0,0,9,12,0,117,2.6,252,1538:09,21:40,0,0,,128,75,15,39,,vatansa01
309,Pavel Zacha,19,NJD,C,70,8,16,24,-17,19,3,5,0,2,8,8,0,83,9.6,126,1001:33,14:18,183,271,40.3,24,54,16,26,,zachapa01
310,Sven Andrighetto,23,2TM,RW,46,7,17,24,1,12,5,2,0,0,15,2,0,68,10.3,130,642:30,13:58,7,3,70.0,22,40,19,9,,andrisv01
310,Sven Andrighetto,23,MTL,RW,27,2,6,8,1,4,2,0,0,0,5,1,0,31,6.5,67,310:02,11:29,0,0,,12,27,6,3,,andrisv01
310,Sven Andrighetto,23,COL,RW,19,5,11,16,0,8,3,2,0,0,10,1,0,37,13.5,63,332:28,17:30,7,3,70.0,10,13,13,6,,andrisv01
311,Johnny Boychuk,33,NYI,D,66,6,17,23,11,19,4,1,1,2,13,3,1,155,3.9,339,1368:15,20:44,1,0,100.0,133,160,13,45,,boychjo01
312,Brett Connolly,24,WSH,RW,66,15,8,23,20,40,14,1,0,3,8,0,0,81,18.5,131,705:31,10:41,4,10,28.6,12,89,16,13,,connobr01
313,Mattias Ekholm,26,NSH,D,82,3,20,23,4,34,3,0,0,1,16,3,1,120,2.5,284,1923:35,23:28,0,0,,108,61,38,66,,ekholma01
314,Marcus Foligno,25,BUF,LW,80,13,10,23,-1,73,12,0,1,0,10,0,0,97,13.4,175,1237:44,15:28,1,4,20.0,57,279,33,35,,foligma01
315,Mikhail Grigorenko,22,COL,C,75,10,13,23,-14,18,10,0,0,0,9,4,0,85,11.8,147,1056:41,14:05,111,81,57.8,26,27,35,26,,grigomi01
316,Radko Gudas,26,PHI,D,67,6,17,23,8,93,6,0,0,0,16,1,0,113,5.3,299,1292:35,19:18,0,0,,124,280,18,40,,gudasra01
317,Jack Johnson,30,CBJ,D,82,5,18,23,23,32,4,1,0,1,16,1,1,116,4.3,224,1789:26,21:49,1,0,100.0,134,94,20,27,,johnsja02
318,Nikolai Kulemin,30,NYI,LW,72,12,11,23,3,18,10,1,1,4,9,1,1,74,16.2,146,994:51,13:49,14,13,51.9,45,78,30,17,,kulemni01
319,Tom Pyatt,29,OTT,LW,82,9,14,23,9,16,9,0,0,1,12,0,2,95,9.5,164,1281:27,15:38,21,28,42.9,89,46,35,20,,pyattto01
320,David Savard,26,CBJ,D,74,6,17,23,33,44,6,0,0,0,15,0,2,135,4.4,264,1615:40,21:50,0,0,,126,127,22,44,,savarda01
321,Matt Stajan,33,CGY,C,81,6,17,23,3,40,6,0,0,3,15,0,2,59,10.2,108,1027:14,12:41,385,383,50.1,39,60,30,22,,stajama01
322,Chris Tierney,22,SJS,C,80,11,12,23,0,6,9,1,1,2,11,0,1,90,12.2,149,1168:18,14:36,399,424,48.5,44,50,41,59,Byng-49,tiernch01
323,Nic Dowd,26,LAK,C,70,6,16,22,-15,25,5,1,0,2,9,7,0,78,7.7,144,871:54,12:27,338,369,47.8,35,145,19,22,,dowdni01
324,Carl Hagelin,28,PIT,LW,61,6,16,22,10,16,6,0,0,2,15,0,1,128,4.7,200,944:53,15:29,3,3,50.0,24,66,19,21,,hagelca01
325,Tomáš Hertl,23,SJS,C,49,10,12,22,-8,14,9,1,0,4,11,1,0,100,10.0,183,843:58,17:13,245,229,51.7,42,76,30,18,,hertlto01
326,Melker Karlsson,26,SJS,C,67,11,11,22,7,22,9,0,2,1,11,0,0,73,15.1,133,857:39,12:48,1,5,16.7,59,67,17,23,,karlsme01
327,Jori Lehterä,29,STL,C,64,7,15,22,-6,34,7,0,0,1,12,3,0,67,10.4,100,971:13,15:11,409,423,49.2,29,64,21,14,,lehtejo01
328,John Moore,26,NJD,D,63,12,10,22,-7,39,11,1,0,1,8,2,0,102,11.8,228,1195:31,18:59,0,0,,61,68,7,41,,moorejo01
329,Dennis Seidenberg,35,NYI,D,73,5,17,22,25,32,5,0,0,0,17,0,0,89,5.6,166,1418:09,19:26,0,0,,146,154,10,33,,seidede01
330,Anton Strålman,30,TBL,D,73,5,17,22,1,20,4,1,0,0,11,6,0,130,3.8,257,1671:44,22:54,0,0,,96,106,26,27,,stralan01
331,Justin Abdelkader,29,DET,LW,64,7,14,21,-20,50,2,5,0,1,11,2,1,104,6.7,160,1066:09,16:40,5,12,29.4,27,144,15,18,,abdelju01
332,Alexander Edler,30,VAN,D,68,6,15,21,-20,36,4,2,0,0,13,2,0,138,4.3,309,1653:20,24:19,2,1,66.7,138,106,17,37,,edleral01
333,Aaron Ekblad,20,FLA,D,68,10,11,21,-23,58,5,4,1,2,7,4,0,225,4.4,408,1459:17,21:28,0,0,,62,88,25,58,,ekblaaa01
334,Jesper Fast,25,NYR,RW,68,6,15,21,6,16,6,0,0,1,15,0,0,56,10.7,101,938:10,13:48,17,27,38.6,44,99,29,21,,fastje01
335,Marián Gáborík,34,LAK,RW,56,10,11,21,-4,18,7,3,0,3,9,2,0,123,8.1,216,828:13,14:47,0,1,0.0,15,21,7,24,,gaborma01
336,Brendan Perlini,20,ARI,LW,57,14,7,21,-4,20,11,3,0,2,5,2,0,92,15.2,176,845:47,14:50,1,1,50.0,15,42,8,13,,perlibr01
337,Chris Stewart,29,MIN,RW,79,13,8,21,3,94,13,0,0,0,6,2,0,82,15.9,133,820:44,10:23,2,9,18.2,19,85,15,15,,stewach02
338,Drew Stafford,31,2TM,RW,58,8,13,21,6,24,5,3,0,3,12,1,0,109,7.3,155,788:51,13:36,7,15,31.8,3,62,13,28,,staffdr01
338,Drew Stafford,31,WPG,RW,40,4,9,13,-2,12,2,2,0,1,8,1,0,68,5.9,97,531:55,13:18,3,9,25.0,1,37,7,21,,staffdr01
338,Drew Stafford,31,BOS,RW,18,4,4,8,8,12,3,1,0,2,4,0,0,41,9.8,58,256:56,14:16,4,6,40.0,2,25,6,7,,staffdr01
339,Pavel Buchnevich,21,NYR,RW,41,8,12,20,6,13,7,1,0,0,10,2,0,55,14.5,110,543:36,13:16,1,6,14.3,8,17,11,22,,buchnpa01
340,Jakob Chychrun,18,ARI,D,68,7,13,20,-14,47,6,1,0,0,12,1,0,86,8.1,197,1133:20,16:40,0,0,,99,109,12,45,,chychja01
341,Cal Clutterbuck,29,NYI,RW,66,5,15,20,2,28,5,0,0,1,14,1,0,115,4.3,199,923:49,14:00,3,5,37.5,25,222,30,16,,cluttca01
342,Blake Comeau,30,COL,LW,77,8,12,20,-19,58,5,2,1,1,12,0,0,103,7.8,197,1153:49,14:59,114,132,46.3,22,129,35,18,,comeabl01
343,Thomas Hickey,27,NYI,D,76,4,16,20,-1,35,4,0,0,2,13,3,0,87,4.6,199,1331:25,17:31,0,0,,103,89,16,43,,hicketh01
344,Lauri Korpikoski,30,2TM,LW,69,8,12,20,5,10,8,0,0,0,11,0,1,108,7.4,178,856:04,12:24,0,7,0.0,36,37,12,21,,korpila01
344,Lauri Korpikoski,30,DAL,LW,60,8,12,20,5,10,8,0,0,0,11,0,1,104,7.7,170,781:52,13:02,0,7,0.0,32,34,11,19,,korpila01
344,Lauri Korpikoski,30,CBJ,LW,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,8,74:12,8:15,0,0,,4,3,1,2,,korpila01
345,Kevin Labanc,21,SJS,RW,55,8,12,20,9,22,8,0,0,2,10,2,0,70,11.4,149,752:19,13:41,2,2,50.0,14,19,16,27,,labanke01
346,Oscar Lindberg,25,NYR,C,65,8,12,20,2,32,8,0,0,1,11,1,0,86,9.3,150,703:55,10:50,299,276,52.0,36,94,10,12,,lindbos02
347,Hampus Lindholm,23,ANA,D,66,6,14,20,13,36,5,1,0,2,10,4,0,94,6.4,203,1481:40,22:27,2,0,100.0,94,98,18,63,ASnhl-25,lindhha01
348,Jake McCabe,23,BUF,D,76,3,17,20,-7,26,2,1,0,1,14,3,0,79,3.8,176,1573:35,20:42,0,0,,114,73,29,46,,mccabja01
349,Josh Morrissey,21,WPG,D,82,6,14,20,6,38,5,1,0,3,14,0,0,99,6.1,218,1598:16,19:29,0,0,,139,145,15,39,Byng-53,morrijo04
350,Brett Pesce,22,CAR,D,82,2,18,20,23,20,2,0,0,0,16,2,0,109,1.8,268,1738:45,21:12,0,0,,148,57,55,34,,pescebr01
351,Steven Stamkos,26,TBL,C,17,9,11,20,3,14,6,3,0,1,7,4,0,58,15.5,100,303:42,17:52,106,92,53.5,3,21,15,6,,stamkst01
352,Jannik Hansen,30,2TM,RW,43,8,12,20,2,34,8,0,0,1,12,0,0,73,11.0,132,690:14,16:03,0,1,0.0,15,43,21,14,,hanseja01
352,Jannik Hansen,30,VAN,RW,28,6,7,13,2,27,6,0,0,1,7,0,0,56,10.7,101,457:39,16:21,0,0,,8,20,15,9,,hanseja01
352,Jannik Hansen,30,SJS,RW,15,2,5,7,0,7,2,0,0,0,5,0,0,17,11.8,31,232:35,15:30,0,1,0.0,7,23,6,5,,hanseja01
353,Joel Armia,23,WPG,RW,57,10,9,19,-8,20,6,0,4,1,7,2,0,111,9.0,195,862:49,15:08,3,4,42.9,30,68,42,19,,armiajo01
354,Beau Bennett,25,NJD,RW,65,8,11,19,-3,20,7,1,0,1,10,1,0,101,7.9,185,881:16,13:33,3,13,18.8,13,76,19,16,,bennebe01
355,Trevor Daley,33,PIT,D,56,5,14,19,7,37,4,1,0,0,10,3,1,84,6.0,156,1141:11,20:23,0,0,,83,29,20,18,,daleytr01
356,Cody Franson,29,BUF,D,68,3,16,19,-5,34,2,1,0,0,15,1,0,93,3.2,200,1256:48,18:29,0,0,,68,87,14,30,,fransco01
357,Matt Hunwick,31,TOR,D,72,1,18,19,8,18,1,0,0,0,18,0,0,73,1.4,174,1294:27,17:59,0,0,,90,91,26,44,,hunwima01
358,Ben Hutton,23,VAN,D,71,5,14,19,-22,31,3,2,0,1,5,9,0,130,3.8,268,1455:17,20:30,0,0,,106,46,31,50,,huttobe01
359,Adam Larsson,24,EDM,D,79,4,15,19,21,55,4,0,0,0,15,0,0,85,4.7,203,1591:49,20:09,0,0,,160,253,28,71,,larssad01
360,Matt Read,30,PHI,RW,63,10,9,19,3,8,7,2,1,2,9,0,0,92,10.9,161,869:06,13:48,5,10,33.3,32,95,21,18,,readma01
361,Tom Wilson,22,WSH,RW,82,7,12,19,9,133,7,0,0,0,12,0,0,95,7.4,166,1059:52,12:56,3,7,30.0,44,239,36,21,,wilsoto01
362,François Beauchemin,36,COL,D,81,5,13,18,-14,32,5,0,0,1,10,3,0,132,3.8,279,1742:46,21:31,0,0,,156,73,28,47,,beaucfr01
363,Rene Bourque,35,COL,RW,65,12,6,18,-19,56,10,2,0,2,6,0,0,111,10.8,193,906:22,13:57,0,5,0.0,26,75,24,12,,bourqre01
364,Drake Caggiula,22,EDM,LW,60,7,11,18,3,16,5,2,0,2,7,3,1,93,7.5,172,794:07,13:14,117,167,41.2,19,97,22,25,,caggidr01
365,Michael Del Zotto,26,PHI,D,51,6,12,18,-5,28,6,0,0,0,10,1,1,92,6.5,188,994:42,19:30,0,1,0.0,85,173,9,30,,delzomi01
366,Derek Forbort,24,LAK,D,82,2,16,18,8,54,2,0,0,0,15,0,1,100,2.0,212,1649:31,20:07,1,0,100.0,159,180,9,73,,forbode01
367,Niklas Hjalmarsson,29,CHI,D,73,5,13,18,12,20,5,0,0,0,12,0,1,61,8.2,135,1569:08,21:30,0,0,,181,23,23,70,,hjalmni01
368,Esa Lindell,22,DAL,D,73,6,12,18,8,22,6,0,0,2,10,2,0,99,6.1,223,1596:35,21:52,0,1,0.0,119,93,34,47,,lindees01
369,Andrew MacDonald,30,PHI,D,73,2,16,18,-5,26,2,0,0,0,15,0,1,65,3.1,159,1467:54,20:06,0,0,,151,39,8,50,,macdoan01
370,Brandon Pirri,25,NYR,RW,60,8,10,18,-8,25,3,5,0,3,6,4,0,96,8.3,201,736:38,12:17,140,103,57.6,20,41,22,26,,pirribr01
371,Shane Prince,24,NYI,LW,50,5,13,18,-9,18,4,1,0,2,11,2,0,71,7.0,124,648:32,12:58,4,3,57.1,12,36,23,19,,princsh01
372,Alan Quine,23,NYI,C,61,5,13,18,-2,8,3,2,0,1,12,1,0,82,6.1,125,763:46,12:31,264,286,48.0,29,77,17,18,,quineal01
373,David Schlemko,29,SJS,D,62,2,16,18,4,14,1,1,0,1,14,2,0,118,1.7,254,1038:17,16:45,0,0,,112,35,28,42,,schleda01
374,Patrick Sharp,35,DAL,LW,48,8,10,18,-22,31,6,1,1,0,10,0,0,146,5.5,261,765:17,15:57,29,32,47.5,24,24,16,21,,sharppa01
375,Scottie Upshall,33,STL,RW,73,10,8,18,-1,45,8,0,2,1,8,0,0,85,11.8,142,801:47,10:59,3,9,25.0,21,99,16,18,,upshasc01
376,Frank Vatrano,22,BOS,C,44,10,8,18,-3,14,6,4,0,1,7,1,0,116,8.6,194,593:01,13:29,2,5,28.6,16,51,9,8,,vatrafr01
377,Dennis Wideman,33,CGY,D,57,5,13,18,-6,32,3,2,0,1,10,3,0,87,5.7,191,1153:05,20:14,0,0,,74,61,21,49,,widemde01
378,Brian Campbell,37,CHI,D,80,5,12,17,12,24,3,2,0,1,9,3,0,74,6.8,170,1474:22,18:26,0,0,,83,43,11,59,Byng-60,campbbr02
379,Cody Ceci,23,OTT,D,79,2,15,17,-11,20,2,0,0,0,12,1,2,143,1.4,287,1833:12,23:12,1,0,100.0,159,111,22,74,,cecico01
380,Andrew Copp,22,WPG,C,64,9,8,17,8,18,8,0,1,1,8,0,0,77,11.7,126,789:58,12:21,95,97,49.5,28,87,20,16,,coppan01
381,Joonas Donskoi,24,SJS,RW,61,6,11,17,-5,10,5,1,0,0,8,3,0,95,6.3,168,842:28,13:49,8,8,50.0,27,27,31,35,,donskjo01
382,Darren Helm,30,DET,C,50,8,9,17,-6,20,6,2,0,1,6,2,1,98,8.2,166,768:28,15:22,216,204,51.4,18,71,17,20,,helmda01
383,Erik Johnson,28,COL,D,46,2,15,17,-6,9,2,0,0,1,9,6,0,96,2.1,204,1015:45,22:05,0,0,,98,87,18,23,,johnser01
384,Marcus Krüger,26,CHI,C,70,5,12,17,7,34,5,0,0,0,12,0,0,83,6.0,125,981:26,14:01,357,370,49.1,62,31,24,10,Selke-34,krugema01
385,Josh Manson,25,ANA,D,82,5,12,17,14,82,4,0,1,1,11,0,1,88,5.7,181,1527:19,18:38,0,0,,79,227,23,57,,mansojo01
386,Mike Matheson,22,FLA,D,81,7,10,17,-5,36,7,0,0,0,8,1,1,179,3.9,314,1705:17,21:03,1,0,100.0,118,69,48,65,,mathemi01
387,Jamie McGinn,28,ARI,LW,72,9,8,17,-23,23,9,0,0,2,6,2,0,116,7.8,173,948:26,13:10,1,2,33.3,18,116,5,27,,mcginja01
388,Torrey Mitchell,32,MTL,C,78,8,9,17,5,38,8,0,0,1,9,0,0,68,11.8,124,983:12,12:36,410,342,54.5,56,47,43,39,,mitchto01
389,Connor Murphy,23,ARI,D,77,2,15,17,-13,45,1,0,1,1,15,0,0,81,2.5,186,1476:44,19:11,0,0,,119,201,13,31,,murphco02
390,Riley Nash,27,BOS,C,81,7,10,17,-1,14,6,0,1,2,8,0,2,125,5.6,213,1118:14,13:48,276,286,49.1,36,67,48,18,,nashri02
391,Mark Pysyk,25,FLA,D,82,4,13,17,0,10,4,0,0,0,13,0,0,86,4.7,172,1521:59,18:34,0,1,0.0,99,72,31,36,,pysykma01
392,Nate Schmidt,25,WSH,D,60,3,14,17,22,16,3,0,0,0,13,0,1,60,5.0,139,928:43,15:29,0,0,,37,51,36,44,,schmina01
393,Nick Shore,24,LAK,C,70,6,11,17,-2,20,5,0,1,1,11,0,0,79,7.6,163,895:12,12:47,362,359,50.2,22,58,11,19,,shoreni01
394,Austin Watson,25,NSH,LW,77,5,12,17,14,99,5,0,0,0,11,0,1,90,5.6,154,956:48,12:26,17,25,40.5,66,143,24,14,,watsoau01
395,Chris Wideman,27,OTT,D,76,5,12,17,7,46,4,1,0,1,8,4,0,123,4.1,249,1060:57,13:58,0,0,,68,68,14,35,,widemch01
396,Miles Wood,21,NJD,LW,60,8,9,17,-21,86,6,2,0,0,7,2,0,105,7.6,166,771:09,12:51,1,1,50.0,26,68,16,14,,woodmi01
397,Jordie Benn,29,2TM,D,71,4,13,17,-4,28,4,0,0,1,10,2,1,68,5.9,180,1298:20,18:17,0,0,,144,64,14,49,,bennjo01
397,Jordie Benn,29,DAL,D,58,2,13,15,-3,24,2,0,0,0,10,2,1,59,3.4,155,1079:26,18:37,0,0,,113,52,12,36,,bennjo01
397,Jordie Benn,29,MTL,D,13,2,0,2,-1,4,2,0,0,1,0,0,0,9,22.2,25,218:54,16:50,0,0,,31,12,2,13,,bennjo01
398,Ron Hainsey,35,2TM,D,72,4,13,17,-8,21,3,0,1,1,11,0,2,71,5.6,186,1586:09,22:02,0,0,,120,93,25,47,,hainsro01
398,Ron Hainsey,35,CAR,D,56,4,10,14,-16,17,3,0,1,1,9,0,1,62,6.5,150,1250:13,22:20,0,0,,92,79,22,35,,hainsro01
398,Ron Hainsey,35,PIT,D,16,0,3,3,8,4,0,0,0,0,2,0,1,9,0.0,36,335:56,21:00,0,0,,28,14,3,12,,hainsro01
399,Nikita Nesterov,23,2TM,D,48,4,13,17,0,24,3,1,0,0,12,1,0,63,6.3,145,781:41,16:17,0,0,,21,84,6,24,,nesteni01
399,Nikita Nesterov,23,TBL,D,35,3,9,12,-3,20,2,1,0,0,8,1,0,46,6.5,96,580:27,16:35,0,0,,17,56,6,15,,nesteni01
399,Nikita Nesterov,23,MTL,D,13,1,4,5,3,4,1,0,0,0,4,0,0,17,5.9,49,201:14,15:29,0,0,,4,28,0,9,,nesteni01
400,Brandon Carlo,20,BOS,D,82,6,10,16,9,59,5,0,1,0,10,0,0,88,6.8,179,1706:54,20:49,0,0,,115,87,21,42,,carlobr01
401,Nick Cousins,23,PHI,C,60,6,10,16,-6,31,5,1,0,0,9,1,0,99,6.1,164,720:04,12:00,89,128,41.0,24,61,15,14,,cousini01
402,Adam Cracknell,31,DAL,RW,69,10,6,16,9,12,9,0,1,2,6,0,0,87,11.5,170,721:45,10:28,135,160,45.8,37,91,19,16,,crackad01
403,Deryk Engelland,34,CGY,D,81,4,12,16,2,85,4,0,0,2,12,0,0,107,3.7,218,1484:43,18:20,1,0,100.0,134,135,19,49,,engelde01
404,Kevin Fiala,20,NSH,LW,54,11,5,16,1,18,11,0,0,1,5,0,0,114,9.6,183,729:40,13:31,0,0,,14,44,39,27,,fialake01
405,Zemgus Girgensons,23,BUF,C,75,7,9,16,-7,18,7,0,0,0,9,0,0,112,6.3,189,986:58,13:10,273,306,47.2,26,120,17,16,,girgeze01
406,Dan Hamhuis,34,DAL,D,79,1,15,16,-7,23,0,1,0,0,13,0,2,83,1.2,201,1529:26,19:22,0,0,,100,93,19,37,,hamhuda01
407,Tanner Kero,24,CHI,RW,47,6,10,16,15,8,6,0,0,0,10,0,0,60,10.0,100,633:50,13:29,209,262,44.4,51,41,14,11,,kerota01
408,Tom Kühnhackl,25,PIT,RW,57,4,12,16,8,18,3,0,1,0,11,0,1,49,8.2,99,607:05,10:39,2,2,50.0,42,112,6,5,,kuhnhto01
409,Derek MacKenzie,35,FLA,C,82,6,10,16,-7,50,4,0,2,1,7,0,3,91,6.6,155,1030:19,12:34,386,386,50.0,45,192,34,25,,mackede01
410,Brock McGinn,22,CAR,LW,57,7,9,16,-11,6,7,0,0,1,8,0,1,74,9.5,142,683:51,12:00,1,3,25.0,22,91,29,14,,mcginbr01
411,Curtis McKenzie,25,DAL,LW,53,6,10,16,5,72,6,0,0,3,10,0,0,66,9.1,116,575:09,10:51,3,3,50.0,31,103,12,10,,mckencu01
412,Trevor van Riemsdyk,25,CHI,D,58,5,11,16,17,29,5,0,0,2,11,0,0,73,6.8,161,1067:42,18:25,0,0,,100,22,22,35,,vanritr01
413,Dwight King,27,2TM,LW,80,9,7,16,-2,12,9,0,0,1,7,0,0,110,8.2,176,1152:32,14:24,4,12,25.0,28,120,15,18,,kingdw01
413,Dwight King,27,LAK,LW,63,8,7,15,0,10,8,0,0,1,7,0,0,89,9.0,141,944:31,15:00,4,9,30.8,21,96,13,14,,kingdw01
413,Dwight King,27,MTL,LW,17,1,0,1,-2,2,1,0,0,0,0,0,0,21,4.8,35,208:01,12:14,0,3,0.0,7,24,2,4,,kingdw01
414,Alexander Burmistrov,25,2TM,C,49,5,11,16,-7,12,1,4,0,0,9,1,1,45,11.1,89,654:26,13:21,178,259,40.7,19,60,12,14,,burmial01
414,Alexander Burmistrov,25,WPG,C,23,0,2,2,-6,6,0,0,0,0,1,0,1,13,0.0,32,253:57,11:02,53,94,36.1,4,28,5,7,,burmial01
414,Alexander Burmistrov,25,ARI,C,26,5,9,14,-1,6,1,4,0,0,8,1,0,32,15.6,57,400:29,15:24,125,165,43.1,15,32,7,7,,burmial01
415,Ryan White,28,2TM,C,65,9,7,16,-16,84,9,0,0,1,7,0,0,60,15.0,103,692:46,10:39,39,52,42.9,33,187,11,10,,whitery01
415,Ryan White,28,ARI,C,46,7,6,13,-8,70,7,0,0,1,6,0,0,43,16.3,71,503:44,10:57,35,46,43.2,26,138,10,7,,whitery01
415,Ryan White,28,MIN,C,19,2,1,3,-8,14,2,0,0,0,1,0,0,17,11.8,32,189:02,9:57,4,6,40.0,7,49,1,3,,whitery01
416,Viktor Stålberg,31,2TM,LW,75,11,5,16,-9,41,8,1,2,2,4,1,0,101,10.9,181,915:03,12:12,0,3,0.0,28,141,37,27,,stalbvi01
416,Viktor Stålberg,31,CAR,LW,57,9,3,12,-6,33,7,0,2,2,3,0,0,71,12.7,133,666:47,11:42,0,3,0.0,16,120,33,19,,stalbvi01
416,Viktor Stålberg,31,OTT,LW,18,2,2,4,-3,8,1,1,0,0,1,1,0,30,6.7,48,248:16,13:48,0,0,,12,21,4,8,,stalbvi01
417,Matt Benning,22,EDM,D,62,3,12,15,8,29,2,1,0,0,10,2,0,69,4.3,152,1029:51,16:37,0,0,,64,111,7,49,,bennima01
418,Jay Bouwmeester,33,STL,D,81,1,14,15,6,28,1,0,0,0,13,1,0,106,0.9,205,1814:49,22:24,0,0,,111,67,11,37,,bouwmja01
419,Kyle Brodziak,32,STL,C,69,8,7,15,2,27,8,0,0,2,7,0,0,55,14.5,91,773:14,11:12,323,330,49.5,39,56,33,6,,brodzky01
420,Matt Calvert,27,CBJ,LW,65,10,5,15,-4,48,7,0,3,1,4,0,1,92,10.9,154,867:34,13:21,2,14,12.5,34,61,23,15,,calvema01
421,Anthony Duclair,21,ARI,LW,58,5,10,15,-7,14,5,0,0,1,8,2,0,76,6.6,146,771:22,13:18,4,4,50.0,17,22,30,22,,duclaan01
422,Brian Dumoulin,25,PIT,D,70,1,14,15,0,14,1,0,0,0,10,4,0,78,1.3,182,1438:14,20:33,0,0,,99,113,25,37,,dumoubr01
423,Joel Edmundson,23,STL,D,69,3,12,15,11,60,3,0,0,1,12,0,0,81,3.7,171,1226:02,17:46,0,0,,95,122,7,26,,edmunjo01
424,Dan Girardi,32,NYR,D,63,4,11,15,8,16,3,0,1,3,10,0,1,56,7.1,125,1203:28,19:06,0,0,,166,107,10,46,,girarda01
425,Ondřej Kaše,21,ANA,RW,53,5,10,15,-1,18,5,0,0,2,10,0,0,77,6.5,145,624:33,11:47,1,6,14.3,14,42,23,33,,kaseon01
426,Chris VandeVelde,29,PHI,C,81,6,9,15,-5,16,6,0,0,0,9,0,0,69,8.7,121,936:27,11:34,24,20,54.5,60,114,14,12,,vandech01
427,Dale Weise,28,PHI,RW,64,8,7,15,1,39,7,1,0,2,6,1,0,94,8.5,144,824:26,12:53,3,0,100.0,24,135,13,14,,weiseda01
428,Kyle Quincey,31,2TM,D,73,6,9,15,4,51,6,0,0,0,9,0,0,79,7.6,163,1306:15,17:54,0,0,,96,95,19,37,,quincky01
428,Kyle Quincey,31,NJD,D,53,4,8,12,4,39,4,0,0,0,8,0,0,61,6.6,123,987:50,18:38,0,0,,70,71,13,25,,quincky01
428,Kyle Quincey,31,CBJ,D,20,2,1,3,0,12,2,0,0,0,1,0,0,18,11.1,40,318:25,15:55,0,0,,26,24,6,12,,quincky01
429,Michael Stone,26,2TM,D,64,3,12,15,0,32,2,1,0,0,8,4,0,81,3.7,186,1268:19,19:49,1,0,100.0,143,125,5,26,,stonemi01
429,Michael Stone,26,ARI,D,45,1,8,9,-5,12,0,1,0,0,4,4,0,57,1.8,128,910:06,20:13,1,0,100.0,102,98,3,20,,stonemi01
