,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
562,Alexey Marchenko,25,TOR,D,11,1,1,2,1,0,1,0,0,0,1,0,0,9,11.1,24,155:35,14:09,0,0,,15,14,2,6,,marchal01
563,Zach Sanford,22,2TM,LW,39,4,4,8,2,10,4,0,0,2,4,0,0,36,11.1,73,422:50,10:51,17,22,43.6,20,22,14,14,,sanfoza01
563,Zach Sanford,22,WSH,C,26,2,1,3,0,6,2,0,0,1,1,0,0,23,8.7,44,263:48,10:09,10,8,55.6,10,18,10,10,,sanfoza01
563,Zach Sanford,22,STL,LW,13,2,3,5,2,4,2,0,0,1,3,0,0,13,15.4,29,159:02,12:14,7,14,33.3,10,4,4,4,,sanfoza01
564,Anthony Bitetto,26,NSH,D,29,0,7,7,-1,25,0,0,0,0,7,0,0,17,0.0,45,342:18,11:48,0,0,,24,43,1,8,,bitetan01
565,Lance Bouma,26,CGY,C,61,3,4,7,-2,35,3,0,0,1,4,0,0,53,5.7,94,692:08,11:21,4,8,33.3,44,127,17,9,,boumala01
566,Phillip Di Giuseppe,23,CAR,LW,36,1,6,7,-12,15,1,0,0,1,5,1,0,68,1.5,113,442:39,12:18,0,2,0.0,10,91,12,13,,digiuph01
567,Remi Elie,21,DAL,LW,18,1,6,7,5,8,1,0,0,0,6,0,0,15,6.7,40,281:15,15:38,1,0,100.0,11,30,12,13,,eliere01
568,Joel Eriksson Ek,20,MIN,LW,15,3,4,7,1,4,3,0,0,1,4,0,0,15,20.0,25,159:11,10:37,45,64,41.3,8,23,3,3,,eriksjo02
569,Taylor Fedun,28,BUF,D,27,0,7,7,3,16,0,0,0,0,4,3,0,24,0.0,45,360:49,13:22,0,0,,20,7,5,9,,fedunta01
570,Kevin Gravel,24,LAK,D,49,1,6,7,3,6,0,1,0,0,5,1,0,52,1.9,116,693:22,14:09,0,0,,65,73,2,24,,graveke01
571,Aleš Hemský,33,DAL,RW,15,4,3,7,-1,0,3,1,0,0,2,1,0,30,13.3,52,216:18,14:25,0,0,,4,1,9,6,,hemskal01
572,Matt Hendricks,35,EDM,LW,42,4,3,7,-3,29,4,0,0,1,3,0,0,42,9.5,61,451:27,10:45,132,100,56.9,39,79,10,9,,hendrma01
573,Korbinian Holzer,28,ANA,D,32,2,5,7,0,23,2,0,0,0,5,0,0,14,14.3,36,432:25,13:31,0,0,,34,71,3,11,,holzeko01
574,Nick Lappin,24,NJD,RW,43,4,3,7,-17,17,4,0,0,0,3,0,0,57,7.0,87,504:00,11:43,2,5,28.6,10,35,13,6,,lappini01
575,Ben Lovejoy,32,NJD,D,82,1,6,7,-7,39,1,0,0,1,6,0,0,84,1.2,149,1703:29,20:46,0,0,,149,82,18,40,,lovejbe01
576,Olli Määttä,22,PIT,D,55,1,6,7,17,12,1,0,0,0,6,0,0,66,1.5,129,993:31,18:04,0,0,,102,72,11,30,,maattol01
577,Martin Marinčin,24,TOR,D,25,1,6,7,3,16,1,0,0,0,5,0,1,22,4.5,67,451:11,18:03,0,0,,27,25,7,15,,marinma01
578,Andreas Martinsen,26,2TM,LW,64,3,4,7,-14,32,3,0,0,0,3,0,1,73,4.1,133,637:00,9:57,3,1,75.0,28,173,25,11,,martian01
578,Andreas Martinsen,26,COL,LW,55,3,4,7,-10,32,3,0,0,0,3,0,1,59,5.1,111,529:51,9:38,3,0,100.0,25,146,23,9,,martian01
578,Andreas Martinsen,26,MTL,LW,9,0,0,0,-4,0,0,0,0,0,0,0,0,14,0.0,22,107:09,11:54,0,1,0.0,3,27,2,2,,martian01
579,Jared McCann,20,FLA,C,29,1,6,7,-1,4,1,0,0,0,5,1,0,44,2.3,78,337:25,11:38,41,64,39.0,6,28,8,8,,mccanja01
580,Drew Miller,32,DET,LW,55,5,2,7,-12,18,5,0,0,1,2,0,0,43,11.6,69,565:29,10:17,2,1,66.7,52,71,13,5,,milledr01
581,John Mitchell,32,COL,C,65,3,4,7,-12,45,3,0,0,1,4,0,0,57,5.3,127,816:00,12:33,298,240,55.4,45,88,29,17,,mitchjo01
582,Tyler Motte,21,CHI,LW,33,4,3,7,2,14,4,0,0,0,3,0,0,46,8.7,74,375:46,11:23,4,6,40.0,24,27,13,4,,mottety01
583,Markus Nutivaara,22,CBJ,D,66,2,5,7,7,6,2,0,0,0,5,0,0,66,3.0,134,872:02,13:13,0,0,,38,36,9,20,,nutivma01
584,Jamie Oleksiak,24,DAL,D,41,5,2,7,-4,37,5,0,0,1,1,0,1,33,15.2,67,664:38,16:13,0,0,,53,51,13,27,,oleksja01
585,Nate Prosser,30,MIN,D,39,2,5,7,0,12,2,0,0,0,4,1,0,20,10.0,52,496:29,12:44,0,0,,63,30,3,10,,prossna01
586,Carter Rowney,27,PIT,RW,27,3,4,7,2,4,3,0,0,1,4,0,0,24,12.5,40,296:13,10:58,95,103,48.0,15,64,11,5,,rowneca01
587,Steven Santini,21,NJD,D,38,2,5,7,-6,14,2,0,0,0,5,0,0,46,4.3,75,611:10,16:05,0,0,,35,83,1,11,,santist01
588,Ryan Sproul,24,DET,D,27,1,6,7,-8,6,0,1,0,0,4,2,0,46,2.2,81,408:59,15:09,0,0,,14,12,5,7,,sproury01
589,Chris Wagner,25,ANA,C,43,6,1,7,2,6,6,0,0,0,1,0,0,40,15.0,69,402:22,9:21,62,86,41.9,24,112,4,13,,wagnech01
590,Greg McKegg,24,2TM,C,46,3,4,7,-3,22,3,0,0,0,4,0,0,36,8.3,54,455:31,9:54,90,90,50.0,16,48,7,6,,mckeggr01
590,Greg McKegg,24,FLA,C,31,3,3,6,-5,11,3,0,0,0,3,0,0,28,10.7,39,316:30,10:13,43,40,51.8,12,33,5,5,,mckeggr01
590,Greg McKegg,24,TBL,C,15,0,1,1,2,11,0,0,0,0,1,0,0,8,0.0,15,139:01,9:16,47,50,48.5,4,15,2,1,,mckeggr01
591,Steve Ott,34,2TM,C,53,3,4,7,-8,80,3,0,0,0,4,0,0,45,6.7,76,570:29,10:46,153,125,55.0,23,144,11,8,,ottst01
591,Steve Ott,34,DET,C,42,3,3,6,-6,63,3,0,0,0,3,0,0,33,9.1,58,439:18,10:28,102,74,58.0,17,101,10,3,,ottst01
591,Steve Ott,34,MTL,C,11,0,1,1,-2,17,0,0,0,0,1,0,0,12,0.0,18,131:11,11:56,51,51,50.0,6,43,1,5,,ottst01
592,J.T. Brown,26,TBL,RW,64,3,3,6,-7,73,2,0,1,1,3,0,0,67,4.5,116,663:44,10:22,12,26,31.6,25,103,8,11,,brownjt01
593,Klas Dahlbeck,25,CAR,D,43,2,4,6,-12,30,2,0,0,0,4,0,0,37,5.4,98,597:12,13:53,0,0,,38,77,11,15,,dahlbkl01
594,Stephen Gionta,33,NYI,RW,26,1,5,6,9,2,1,0,0,0,5,0,0,17,5.9,28,291:23,11:12,56,64,46.7,7,56,5,6,,giontst01
595,Josh Gorges,32,BUF,D,66,1,5,6,-3,50,1,0,0,0,5,0,0,40,2.5,80,1218:11,18:27,0,1,0.0,108,143,7,17,,gorgejo01
596,Eric Gryba,28,EDM,D,40,2,4,6,-5,65,2,0,0,2,4,0,0,45,4.4,101,645:35,16:08,0,0,,47,145,6,21,,grybaer01
597,Erik Gudbranson,25,VAN,D,30,1,5,6,-14,18,1,0,0,1,5,0,0,40,2.5,88,610:03,20:20,0,0,,44,66,4,23,,gudbrer01
598,Carl Gunnarsson,30,STL,D,56,0,6,6,-5,4,0,0,0,0,6,0,0,32,0.0,72,761:21,13:36,0,0,,68,42,2,8,Byng-53,gunnaca01
599,Jyrki Jokipakka,25,2TM,D,41,1,5,6,-4,12,1,0,0,0,5,0,0,29,3.4,60,591:47,14:26,0,0,,32,31,6,25,,jokipjy01
599,Jyrki Jokipakka,25,CGY,D,38,1,5,6,-3,12,1,0,0,0,5,0,0,29,3.4,56,548:24,14:26,0,0,,30,25,6,25,,jokipjy01
599,Jyrki Jokipakka,25,OTT,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,4,43:23,14:28,0,0,,2,6,0,0,,jokipjy01
600,Adrian Kempe,20,LAK,LW,25,2,4,6,-3,6,2,0,0,1,1,2,1,32,6.3,61,305:46,12:14,67,86,43.8,7,23,5,10,,kempead01
601,Philip Larsen,27,VAN,D,26,1,5,6,-8,4,1,0,0,0,3,2,0,32,3.1,87,427:55,16:28,0,0,,22,12,4,14,,larseph01
602,Roman Lyubimov,25,PHI,LW,47,4,2,6,-2,8,4,0,0,1,2,0,0,41,9.8,84,450:11,9:35,1,6,14.3,16,28,12,5,,lyubiro01
603,Timo Meier,20,SJS,RW,34,3,3,6,1,10,3,0,0,1,3,0,0,85,3.5,156,424:06,12:28,1,4,20.0,5,64,24,28,,meierti01
604,Jonathon Merrill,24,NJD,D,51,1,5,6,-9,24,1,0,0,0,5,0,0,48,2.1,96,946:53,18:34,0,0,,67,39,16,22,,merrijo01
605,Brandon Montour,22,ANA,D,27,2,4,6,11,14,2,0,0,0,3,1,0,50,4.0,111,469:17,17:23,0,0,,24,21,3,17,,montobr01
606,Evan Rodrigues,23,BUF,LW,30,4,2,6,-7,4,3,1,0,0,2,0,0,51,7.8,94,387:45,12:56,104,146,41.6,12,12,12,9,,rodriev01
607,Gemel Smith,22,DAL,C,17,3,3,6,-1,21,2,0,1,0,3,0,0,19,15.8,32,230:57,13:35,25,34,42.4,6,6,4,6,,smithge02
608,Matt Tennyson,26,CAR,D,45,0,6,6,-13,6,0,0,0,0,6,0,0,36,0.0,82,597:54,13:17,0,0,,48,65,11,11,,tennyma01
609,Jakub Vrána,20,WSH,LW,21,3,3,6,2,2,0,3,0,2,2,1,0,32,9.4,56,233:17,11:07,0,3,0.0,7,6,4,9,,vranaja01
610,Brad Hunt,28,2TM,D,12,1,5,6,-1,2,0,1,0,0,4,1,0,14,7.1,27,174:01,14:30,0,0,,3,0,4,3,,huntbr01
610,Brad Hunt,28,STL,D,9,1,4,5,-2,2,0,1,0,0,3,1,0,12,8.3,23,122:22,13:36,0,0,,1,0,3,1,,huntbr01
610,Brad Hunt,28,NSH,D,3,0,1,1,1,0,0,0,0,0,1,0,0,2,0.0,4,51:39,17:13,0,0,,2,0,1,2,,huntbr01
611,Cody McLeod,32,2TM,LW,59,5,1,6,-3,145,5,0,0,0,1,0,0,30,16.7,47,422:46,7:10,0,1,0.0,14,150,4,2,,mcleoco01
611,Cody McLeod,32,COL,LW,28,1,0,1,-2,52,1,0,0,0,0,0,0,12,8.3,21,164:34,5:53,0,0,,2,50,2,0,,mcleoco01
611,Cody McLeod,32,NSH,LW,31,4,1,5,-1,93,4,0,0,0,1,0,0,18,22.2,26,258:12,8:20,0,1,0.0,12,100,2,2,,mcleoco01
612,Dalton Prout,26,2TM,D,29,0,6,6,-1,44,0,0,0,0,6,0,0,13,0.0,36,405:02,13:58,0,0,,24,44,3,12,,proutda01
612,Dalton Prout,26,CBJ,D,15,0,3,3,4,14,0,0,0,0,3,0,0,6,0.0,18,195:53,13:04,0,0,,16,24,2,7,,proutda01
612,Dalton Prout,26,NJD,D,14,0,3,3,-5,30,0,0,0,0,3,0,0,7,0.0,18,209:09,14:56,0,0,,8,20,1,5,,proutda01
613,Noel Acciari,25,BOS,C,29,2,3,5,3,16,2,0,0,0,3,0,0,24,8.3,43,300:47,10:22,11,18,37.9,5,80,10,4,,acciano01
614,Brock Boeser,19,VAN,RW,9,4,1,5,0,0,2,2,0,1,1,0,0,25,16.0,38,145:55,16:13,0,0,,0,5,1,4,,boesebr01
615,Taylor Chorney,29,WSH,D,18,1,4,5,8,11,1,0,0,1,4,0,0,19,5.3,34,256:45,14:16,0,0,,29,27,3,7,,chornta01
616,J.T. Compher,21,COL,LW,21,3,2,5,0,4,2,1,0,1,2,0,0,30,10.0,59,313:31,14:56,78,86,47.6,21,11,6,8,,comphj.01
617,Kyle Connor,20,WPG,LW,20,2,3,5,-7,4,2,0,0,1,1,2,0,24,8.3,41,244:25,12:13,1,1,50.0,8,1,11,5,,connoky01
618,Gustav Forsling,20,CHI,D,38,2,3,5,3,4,2,0,0,0,2,1,0,48,4.2,121,563:07,14:49,0,0,,17,16,5,27,,forslgu02
619,Brendan Gaunce,22,VAN,LW,57,0,5,5,-2,33,0,0,0,0,5,0,0,51,0.0,81,541:00,9:29,84,80,51.2,12,94,11,6,,gauncbr01
620,Tom Gilbert,34,LAK,D,18,1,4,5,-4,6,1,0,0,0,3,1,0,12,8.3,30,278:13,15:27,0,0,,28,10,1,7,,gilbeto01
621,Cody Goloubef,27,COL,D,33,0,5,5,-11,25,0,0,0,0,5,0,0,35,0.0,62,560:39,16:59,0,0,,33,30,5,7,,golouco01
622,Seth Griffith,24,2TM,C,24,0,5,5,6,8,0,0,0,0,4,1,0,21,0.0,50,305:37,12:44,2,6,25.0,5,30,5,6,,griffse01
622,Seth Griffith,24,TOR,C,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,10,28:24,9:28,0,0,,0,3,0,0,,griffse01
622,Seth Griffith,24,FLA,C,21,0,5,5,6,8,0,0,0,0,4,1,0,18,0.0,40,277:13,13:12,2,6,25.0,5,27,5,6,,griffse01
623,Garnet Hathaway,25,CGY,RW,26,1,4,5,0,44,1,0,0,0,4,0,0,22,4.5,40,237:37,9:08,10,9,52.6,14,56,8,3,,hathaga01
624,Jimmy Hayes,27,BOS,RW,58,2,3,5,-3,29,2,0,0,1,3,0,0,74,2.7,134,535:21,9:14,14,41,25.5,10,74,14,12,,hayesji01
625,Julius Honka,21,DAL,D,16,1,4,5,-4,4,1,0,0,1,3,1,0,34,2.9,61,269:54,16:52,0,0,,15,9,6,9,,honkaju01
626,Dmitry Kulikov,26,BUF,D,47,2,3,5,-26,26,1,1,0,0,1,2,0,42,4.8,114,1029:26,21:54,0,0,,72,60,18,32,,kulikdm01
627,John-Michael Liles,36,BOS,D,36,0,5,5,1,4,0,0,0,0,2,3,0,36,0.0,86,583:27,16:12,2,0,100.0,41,25,11,8,,lilesjo01
628,Michael McCarron,21,MTL,RW,31,1,4,5,-4,41,1,0,0,0,4,0,0,31,3.2,56,306:33,9:53,76,99,43.4,11,75,7,6,,mccarmi01
629,Tyler Myers,26,WPG,D,11,2,3,5,5,13,2,0,0,0,2,0,1,16,12.5,40,244:17,22:12,0,0,,21,12,6,10,,myersty01
630,Andrej Nestrašil,25,CAR,C,19,1,4,5,-3,2,1,0,0,0,4,0,0,27,3.7,39,207:10,10:54,3,7,30.0,6,10,11,8,,nestran01
631,Zach Redmond,28,MTL,D,16,0,5,5,6,2,0,0,0,0,5,0,0,12,0.0,35,196:58,12:19,0,0,,13,25,5,6,,redmoza01
632,Yohann Auvitu,27,NJD,D,25,2,2,4,1,2,2,0,0,0,1,1,0,54,3.7,87,390:05,15:36,0,0,,9,20,7,13,,auvityo01
633,Justin Bailey,21,BUF,RW,32,2,2,4,0,4,2,0,0,1,2,0,0,36,5.6,75,340:14,10:38,0,1,0.0,14,27,8,10,,baileju01
634,Nicholas Baptiste,21,BUF,RW,14,3,1,4,1,6,3,0,0,0,1,0,0,16,18.8,20,129:21,9:14,1,2,33.3,1,12,1,1,,baptini01
635,Robert Bortuzzo,27,STL,D,38,1,3,4,11,15,1,0,0,0,3,0,0,45,2.2,87,535:18,14:05,0,0,,50,77,4,13,,borturo01
636,Ryan Callahan,31,TBL,RW,18,2,2,4,-4,23,2,0,0,1,2,0,0,22,9.1,42,254:46,14:09,5,4,55.6,13,48,7,10,,callary01
637,Ryan Carpenter,26,SJS,C,11,2,2,4,5,4,2,0,0,0,2,0,0,20,10.0,23,114:13,10:23,34,41,45.3,2,15,1,3,,carpery01
638,Cory Conacher,27,TBL,LW,11,1,3,4,0,4,0,1,0,0,3,0,0,16,6.3,26,127:11,11:34,1,1,50.0,0,1,6,8,,conacco01
639,Derek Dorsett,30,VAN,RW,14,1,3,4,-6,33,1,0,0,0,3,0,0,24,4.2,33,139:03,9:56,1,0,100.0,6,35,2,1,,dorsede01
640,Gabriel Dumont,26,TBL,C,39,2,2,4,1,29,2,0,0,0,2,0,0,34,5.9,66,377:07,9:40,133,109,55.0,19,83,6,5,,dumonga01
641,Cameron Gaunce,26,PIT,D,12,1,3,4,1,13,1,0,0,0,3,0,0,8,12.5,17,150:13,12:31,0,0,,10,23,2,5,,gauncca01
642,John Hayden,21,CHI,LW,12,1,3,4,3,4,1,0,0,0,3,0,0,22,4.5,33,140:13,11:41,0,0,,2,44,5,2,,haydejo01
643,Sergey Kalinin,25,NJD,C,43,2,2,4,-14,15,2,0,0,0,2,0,0,38,5.3,55,550:08,12:48,72,102,41.4,20,53,7,10,,kalinse01
644,Jakub Kindl,29,FLA,D,39,0,4,4,-11,28,0,0,0,0,4,0,0,41,0.0,77,572:56,14:41,0,0,,37,49,9,13,,kindlja01
645,Slater Koekkoek,22,TBL,D,29,0,4,4,-4,8,0,0,0,0,4,0,0,27,0.0,68,376:44,12:59,0,0,,27,25,1,7,,koekksl01
646,Anton Lander,25,EDM,C,22,1,3,4,2,6,1,0,0,0,3,0,0,12,8.3,21,215:02,9:46,79,62,56.0,7,28,8,4,,landean01
647,Brayden McNabb,26,LAK,D,49,2,2,4,1,54,2,0,0,0,2,0,0,47,4.3,125,738:12,15:04,0,0,,54,110,10,32,,mcnabbr01
648,Chris Neil,37,OTT,RW,53,1,3,4,-11,63,1,0,0,0,3,0,0,42,2.4,66,401:17,7:34,0,0,,20,108,11,9,,neilch01
649,Iiro Pakarinen,25,EDM,RW,14,2,2,4,2,2,2,0,0,1,2,0,0,15,13.3,25,124:56,8:55,0,1,0.0,6,30,4,2,,pakarii01
650,John Quenneville,20,NJD,C,12,1,3,4,1,2,0,1,0,0,2,1,0,21,4.8,35,164:23,13:42,0,0,,7,15,4,4,,quennjo02
651,Nick Schultz,34,PHI,D,28,0,4,4,1,10,0,0,0,0,4,0,0,25,0.0,63,427:07,15:15,0,0,,61,45,2,13,,schulni01
652,Ben Smith,28,2TM,RW,40,2,2,4,-7,4,2,0,0,0,2,0,0,30,6.7,56,458:39,11:28,241,227,51.5,41,29,9,5,,smithbe01
652,Ben Smith,28,COL,RW,4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,2,43:05,10:46,21,19,52.5,0,1,0,1,,smithbe01
652,Ben Smith,28,TOR,RW,36,2,2,4,-5,4,2,0,0,0,2,0,0,29,6.9,54,415:34,11:33,220,208,51.4,41,28,9,4,,smithbe01
653,Marcus Sorensen,24,SJS,RW,19,1,3,4,-1,4,1,0,0,1,3,0,0,27,3.7,43,205:28,10:49,3,1,75.0,6,15,9,11,,sorenma01
654,Mark Stuart,32,WPG,D,42,2,2,4,4,27,2,0,0,1,2,0,0,24,8.3,52,523:05,12:27,0,0,,79,68,3,23,,stuarma01
655,Brandon Tanev,25,WPG,LW,51,2,2,4,-6,26,2,0,0,1,2,0,0,54,3.7,82,544:32,10:41,1,0,100.0,31,128,19,9,,tanevbr01
656,Chris Terry,27,MTL,LW,14,2,2,4,-1,4,2,0,0,0,2,0,0,15,13.3,24,138:26,9:53,1,1,50.0,1,10,5,8,,terrych01
657,Chris Thorburn,33,WPG,RW,64,3,1,4,-7,95,2,0,1,0,1,0,0,36,8.3,63,446:29,6:59,13,13,50.0,25,90,4,4,,thorbch01
658,Shawn Thornton,39,FLA,LW,50,2,2,4,-7,67,2,0,0,0,2,0,0,42,4.8,81,384:29,7:41,5,10,33.3,8,52,8,8,,thornsh01
659,Luke Witkowski,26,TBL,D,34,0,4,4,-1,39,0,0,0,0,4,0,0,24,0.0,42,335:36,9:52,0,0,,21,81,3,8,,witkolu01
660,Harry Zolnierczyk,29,NSH,LW,24,2,2,4,-2,10,2,0,0,0,2,0,0,19,10.5,32,212:56,8:52,8,11,42.1,11,25,7,1,,zolniha01
661,Vernon Fiddler,36,2TM,LW,59,2,2,4,-15,66,1,0,1,0,2,0,0,48,4.2,89,687:29,11:39,370,316,53.9,33,57,12,21,,fiddlve01
661,Vernon Fiddler,36,NJD,LW,39,1,2,3,-11,29,0,0,1,0,2,0,0,37,2.7,62,477:18,12:14,247,223,52.6,19,42,8,17,,fiddlve01
661,Vernon Fiddler,36,NSH,LW,20,1,0,1,-4,37,1,0,0,0,0,0,0,11,9.1,27,210:11,10:31,123,93,56.9,14,15,4,4,,fiddlve01
662,Derek Grant,26,2TM,C,46,0,4,4,-5,24,0,0,0,0,4,0,0,40,0.0,66,448:58,9:46,200,183,52.2,29,27,10,9,,grantde01
662,Derek Grant,26,BUF,C,40,0,3,3,-3,19,0,0,0,0,3,0,0,34,0.0,58,396:50,9:55,172,159,52.0,25,25,9,8,,grantde01
662,Derek Grant,26,NSH,C,6,0,1,1,-2,5,0,0,0,0,1,0,0,6,0.0,8,52:08,8:41,28,24,53.8,4,2,1,1,,grantde01
663,Curtis Lazar,21,2TM,RW,37,1,3,4,-8,4,1,0,0,0,3,0,0,26,3.8,47,337:57,9:08,39,60,39.4,17,66,7,6,,lazarcu01
663,Curtis Lazar,21,OTT,RW,33,0,1,1,-10,4,0,0,0,0,1,0,0,24,0.0,40,290:51,8:49,28,47,37.3,16,57,6,6,,lazarcu01
663,Curtis Lazar,21,CGY,RW,4,1,2,3,2,0,1,0,0,0,2,0,0,2,50.0,7,47:06,11:47,11,13,45.8,1,9,1,0,,lazarcu01
664,Kenny Agostino,24,STL,LW,7,1,2,3,0,2,1,0,0,0,1,1,0,17,5.9,26,89:26,12:47,0,0,,3,9,1,4,,agostke01
665,Josh Archibald,24,PIT,RW,10,3,0,3,3,4,2,0,1,0,0,0,0,11,27.3,24,108:39,10:52,0,1,0.0,2,28,0,2,,archijo01
666,Alex Biega,28,VAN,D,36,0,3,3,-4,18,0,0,0,0,3,0,0,37,0.0,79,474:04,13:10,0,0,,24,97,5,7,,biegaal01
667,Jared Boll,30,ANA,RW,51,0,3,3,-3,87,0,0,0,0,3,0,0,13,0.0,26,296:33,5:49,0,1,0.0,14,68,2,5,,bollja01
668,Mark Borowiecki,27,OTT,D,70,1,2,3,-3,154,1,0,0,0,2,0,0,50,2.0,115,980:45,14:01,1,0,100.0,90,364,6,18,,borowma01
669,Michael Bournival,24,TBL,LW,19,2,1,3,-3,2,2,0,0,0,1,0,0,25,8.0,46,192:48,10:09,1,2,33.3,8,31,6,3,,bournmi01
670,Zac Dalpe,27,MIN,C,9,1,2,3,0,9,1,0,0,0,2,0,0,8,12.5,14,77:00,8:33,27,32,45.8,5,5,3,0,,dalpeza01
671,Laurent Dauphin,21,ARI,C,24,2,1,3,-2,12,1,0,1,1,1,0,0,32,6.3,41,261:50,10:55,37,45,45.1,11,32,9,3,,dauphla01
672,Adam Erne,21,TBL,LW,26,3,0,3,-9,11,3,0,0,0,0,0,0,40,7.5,65,306:59,11:48,0,2,0.0,13,71,2,5,,ernead01
673,Christian Fischer,19,ARI,RW,7,3,0,3,0,0,3,0,0,1,0,0,0,10,30.0,15,86:17,12:20,0,0,,0,9,0,3,,fischch01
674,Ryan Garbutt,31,ANA,LW,27,2,1,3,-3,20,2,0,0,1,0,0,1,26,7.7,57,247:17,9:10,7,4,63.6,12,53,3,3,,garbury01
675,Frederik Gauthier,21,TOR,C,21,2,1,3,2,23,2,0,0,0,1,0,0,15,13.3,25,203:33,9:42,120,115,51.1,17,17,5,3,,gauthfr01
676,Nikolay Goldobin,21,2TM,LW,14,3,0,3,0,0,3,0,0,1,0,0,0,14,21.4,28,159:11,11:22,0,0,,4,1,3,8,,goldoni01
676,Nikolay Goldobin,21,SJS,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,4,19:39,9:50,0,0,,1,1,3,0,,goldoni01
676,Nikolay Goldobin,21,VAN,RW,12,3,0,3,1,0,3,0,0,1,0,0,0,10,30.0,24,139:32,11:38,0,0,,3,0,0,8,,goldoni01
677,Shane Harper,27,FLA,RW,14,2,1,3,-1,18,2,0,0,0,1,0,0,13,15.4,23,144:12,10:18,0,0,,0,19,4,3,,harpesh01
678,Scott Harrington,23,CBJ,D,22,1,2,3,3,10,1,0,0,0,2,0,0,16,6.3,35,286:09,13:00,0,0,,24,21,4,5,,harrisc01
679,Brett Kulak,23,CGY,D,21,0,3,3,-3,12,0,0,0,0,3,0,0,19,0.0,53,299:05,14:15,0,0,,13,14,4,10,,kulakbr01
680,Patrik Nemeth,24,DAL,D,40,0,3,3,-4,14,0,0,0,0,3,0,0,46,0.0,91,631:09,15:47,0,0,,47,45,10,18,,nemetpa01
681,Gustav Olofsson,22,MIN,D,13,0,3,3,-1,2,0,0,0,0,2,1,0,7,0.0,21,175:16,13:29,0,0,,16,10,3,1,,olofsgu01
682,Kyle Rau,24,FLA,C,24,2,1,3,-3,4,2,0,0,0,1,0,0,21,9.5,33,230:24,9:36,2,1,66.7,3,24,7,2,,rauky01
683,Michal Rozsíval,38,CHI,D,22,1,2,3,-3,14,1,0,0,1,2,0,0,16,6.3,26,340:54,15:30,0,0,,25,47,5,10,,rozsimi01
684,Karl Stollery,29,NJD,D,11,0,3,3,-5,13,0,0,0,0,0,3,0,11,0.0,23,186:06,16:55,0,0,,16,26,3,6,,stollka01
685,Clayton Stoner,31,ANA,D,14,1,2,3,0,28,1,0,0,0,2,0,0,16,6.3,29,245:43,17:33,0,0,,17,35,2,3,,stonecl01
686,Paul Thompson,28,FLA,RW,21,0,3,3,-4,22,0,0,0,0,3,0,0,19,0.0,30,165:54,7:54,0,1,0.0,16,48,4,2,,thomppa02
687,Jordin Tootoo,33,CHI,RW,50,2,1,3,-6,28,2,0,0,0,1,0,0,43,4.7,81,337:21,6:45,1,0,100.0,8,52,9,9,,tootojo01
688,Joel Vermin,24,TBL,RW,18,0,3,3,2,4,0,0,0,0,3,0,0,12,0.0,25,196:41,10:56,2,1,66.7,7,17,5,2,,vermijo01
689,Brandon Davidson,25,2TM,D,38,0,3,3,-2,20,0,0,0,0,3,0,0,42,0.0,90,597:21,15:43,0,0,,61,42,7,20,,davidbr01
689,Brandon Davidson,25,EDM,D,28,0,1,1,1,16,0,0,0,0,1,0,0,29,0.0,60,431:04,15:24,0,0,,46,31,3,16,,davidbr01
689,Brandon Davidson,25,MTL,D,10,0,2,2,-3,4,0,0,0,0,2,0,0,13,0.0,30,166:17,16:38,0,0,,15,11,4,4,,davidbr01
690,Pontus Åberg,23,NSH,LW,15,1,1,2,-2,4,1,0,0,0,1,0,0,12,8.3,24,185:02,12:20,1,0,100.0,2,9,5,2,,abergpo01
691,Andy Andreoff,25,LAK,LW,36,0,2,2,-2,70,0,0,0,0,2,0,0,38,0.0,81,381:28,10:36,41,28,59.4,7,70,5,10,,andrean01
692,Matt Bartkowski,28,CGY,D,24,1,1,2,-4,26,1,0,0,0,1,0,0,16,6.3,49,369:18,15:23,0,0,,12,46,3,13,,bartkma01
693,Anton Blidh,21,BOS,LW,19,1,1,2,-2,7,1,0,0,0,1,0,0,26,3.8,47,166:46,8:47,0,0,,4,41,4,4,,blidhan01
694,Jonny Brodzinski,23,LAK,C,6,0,2,2,2,2,0,0,0,0,2,0,0,17,0.0,30,73:43,12:17,0,0,,4,10,2,1,,brodzjo01
695,Peter Cehlárik,21,BOS,LW,11,0,2,2,0,0,0,0,0,0,1,1,0,8,0.0,15,153:03,13:55,2,1,66.7,4,7,8,10,,cehlape01
696,Blake Coleman,25,NJD,C,23,1,1,2,-7,27,1,0,0,0,1,0,0,29,3.4,46,295:28,12:51,96,130,42.5,15,51,12,12,,colembl01
697,Nicolas Deslauriers,25,BUF,LW,42,0,2,2,-6,38,0,0,0,0,2,0,0,26,0.0,46,311:28,7:25,0,3,0.0,5,109,2,3,,deslani01
