,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
940,Alexei Melnichuk,22,SJS,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,130:35,43:32,0,0,,0,0,0,1,,melnial01
941,Dakota Mermis,27,MIN,D,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,6,49:12,16:24,0,0,,4,10,0,1,,mermida01
942,Marc Michaelis,25,VAN,F,15,0,0,0,-5,2,0,0,0,0,0,0,0,3,0.0,12,136:13,9:05,3,2,60.0,10,12,3,3,,michama01
943,Jacob Middleton,25,SJS,D,1,0,0,0,-2,2,0,0,0,0,0,0,0,1,0.0,2,8:44,8:44,0,0,,1,2,0,1,,middlja01
944,Keaton Middleton,22,COL,D,3,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,5,27:55,9:18,0,0,,1,4,0,3,,middlke01
945,Sonny Milano,24,ANA,LW,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,16,88:24,14:44,0,0,,0,4,0,3,,milanso01
946,Ryan Miller,40,ANA,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,870:55,54:26,0,0,,0,0,0,6,,millery01
947,Hunter Miska,25,COL,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,259:48,51:58,0,0,,0,0,0,2,,miskahu01
948,Petr Mrázek,28,CAR,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,670:59,55:55,0,0,,0,0,0,3,,mrazepe01
949,Brett Murray,22,BUF,LW,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,21:15,10:38,0,0,,1,3,0,0,,murrabr02
950,Aaron Ness,30,ARI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,12:50,12:50,0,0,,0,2,0,0,,nessaa01
951,Sami Niku,24,WPG,D,6,0,0,0,-3,8,0,0,0,0,0,0,0,2,0.0,8,77:48,12:58,0,0,,7,0,0,5,,nikusa01
952,Stefan Noesen,27,2TM,RW,6,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,5,57:39,9:37,1,3,25.0,0,4,1,0,,noesest01
952,Stefan Noesen,27,SJS,RW,5,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,5,47:39,9:32,1,3,25.0,0,4,1,0,,noesest01
952,Stefan Noesen,27,TOR,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10:00,10:00,0,0,,0,0,0,0,,noesest01
953,Joakim Nygård,28,EDM,F,9,0,0,0,-2,4,0,0,0,0,0,0,0,6,0.0,8,82:20,9:09,1,0,100.0,0,4,3,3,,nygarjo01
954,Xavier Ouellet,27,MTL,D,6,0,0,0,-1,2,0,0,0,0,0,0,0,5,0.0,10,86:42,14:27,0,0,,8,17,0,3,,ouellxa01
955,Brinson Pasichnuk,23,SJS,D,4,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,6,46:26,11:37,0,0,,3,2,1,2,,pasicbr01
956,Matthew Phillips,22,CGY,F,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,14:19,14:19,0,0,,0,0,0,0,,phillma01
957,Calvin Pickard,28,DET,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,303:31,50:35,0,0,,0,0,0,3,,pickaca01
958,Garrett Pilon,22,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10:40,10:40,0,0,,0,0,1,2,,pilonga01
959,Brian Pinho,25,WSH,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,3,15:37,7:49,8,6,57.1,1,1,0,0,,pinhobr01
960,Brandon Pirri,29,CHI,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,2,11:29,11:29,0,1,0.0,0,0,0,0,,pirribr01
961,Austin Poganski,24,STL,RW,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,37:49,7:34,0,0,,2,8,2,2,,poganau01
962,Carey Price,33,MTL,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1478:45,59:09,0,0,,0,0,0,22,,priceca01
963,Cayden Primeau,21,MTL,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,201:54,50:29,0,0,,0,0,0,3,,primeca01
964,Ivan Prosvetov,21,ARI,G,3,0,0,0,,0,0,0,0,0,0,0,0,0,,0,130:01,43:20,0,0,,0,0,0,0,,prosviv01
965,Jonathan Quick,35,LAK,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1218:49,55:24,0,0,,0,0,0,9,,quickjo01
966,Antti Raanta,31,ARI,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,678:50,56:34,0,0,,0,0,0,2,,raantan01
967,Alec Regula,20,CHI,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,4,37:08,12:23,0,0,,3,3,2,2,,regulal01
968,James Reimer,32,CAR,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1331:06,60:30,0,0,,0,0,0,12,,reimeja01
969,Sheldon Rempal,25,CAR,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,5,24:53,8:18,0,1,0.0,3,0,1,1,,rempash01
970,Juuso Riikola,27,PIT,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4,22:51,11:26,0,0,,1,5,0,0,,riikoju01
971,Zac Rinaldo,30,CGY,C,4,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,1,23:21,5:50,0,0,,0,13,2,2,,rinalza01
972,David Rittich,28,2TM,G,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,965:46,50:50,0,0,,0,0,0,16,,rittida01
972,David Rittich,28,CGY,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,745:05,49:40,0,0,,0,0,0,11,,rittida01
972,David Rittich,28,TOR,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,220:41,55:10,0,0,,0,0,0,5,,rittida01
973,Buddy Robinson,29,CGY,RW,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,13,64:14,7:08,1,2,33.3,0,14,4,2,,robinbu01
974,Joakim Ryan,27,CAR,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,4,43:24,10:51,0,0,,1,1,0,0,,ryanjo02
975,Drake Rymsha,22,LAK,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,13:16,13:16,0,0,,0,0,0,0,,rymshdr01
976,Scott Sabourin,28,TOR,F,1,0,0,0,0,5,0,0,0,0,0,0,0,0,,0,4:29,4:29,0,0,,0,3,0,0,,sabousc01
977,Juuse Saros,25,NSH,G,36,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2051:48,57:00,0,0,,0,0,0,10,ASnhl-4Hart-11Vezina-6,sarosju01
978,Luca Sbisa,31,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,11:58,11:58,0,0,,2,3,0,0,,sbisalu01
979,Zachary Senyshyn,23,BOS,RW,8,0,0,0,-1,2,0,0,0,0,0,0,0,10,0.0,14,80:53,10:07,0,3,0.0,1,11,2,1,,senysza01
980,Igor Shesterkin,25,NYR,G,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1899:01,54:15,0,0,,0,0,0,15,Calder-5,shestig01
981,Drew Shore,30,CAR,C,4,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,4,33:58,8:30,3,12,20.0,0,2,1,0,,shoredr01
982,Jonas Siegenthaler,23,2TM,D,15,0,0,0,-9,4,0,0,0,0,0,0,0,7,0.0,29,234:15,15:37,0,0,,17,20,3,10,,siegejo01
982,Jonas Siegenthaler,23,WSH,D,7,0,0,0,-3,2,0,0,0,0,0,0,0,3,0.0,11,93:40,13:23,0,0,,10,6,1,2,,siegejo01
982,Jonas Siegenthaler,23,NJD,D,8,0,0,0,-6,2,0,0,0,0,0,0,0,4,0.0,18,140:35,17:34,0,0,,7,14,2,8,,siegejo01
983,Dominik Simon,26,CGY,C,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,11,105:39,9:36,3,7,30.0,4,12,0,4,,simondo01
984,Stuart Skinner,22,EDM,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,59:41,59:41,0,0,,0,0,0,0,,skinnst01
985,C.J. Smith,26,BUF,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:57,7:57,0,0,,0,3,0,0,,smithcj01
986,Cole Smith,25,NSH,F,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,5:57,5:57,0,0,,0,0,0,0,,smithco02
987,Ilya Sorokin,25,NYI,G,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1271:47,57:49,0,0,,0,0,0,4,Calder-15,sorokil01
988,Oskar Steen,22,BOS,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,6,0.0,10,40:13,13:24,0,0,,1,11,0,1,,steenos01
989,Malcolm Subban,27,CHI,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,881:17,55:05,0,0,,0,0,0,6,,subbama01
990,Antti Suomela,26,SJS,C,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,5,44:29,11:07,14,11,56.0,4,6,2,1,,suomean01
991,Maksim Sushko,21,PHI,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,19:07,9:34,0,0,,0,2,0,1,,sushkma01
992,Jeremy Swayman,22,BOS,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,601:43,60:10,0,0,,0,0,1,4,,swaymje01
993,Cam Talbot,33,MIN,G,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1961:27,59:26,0,0,,0,0,0,10,,talboca01
994,Ben Thomas,24,TBL,D,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,7,71:11,14:14,0,0,,4,4,1,1,,thomabe01
995,Logan Thompson,23,VEG,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,8:15,8:15,0,0,,0,0,0,0,,thomplo01
996,Dmytro Timashov,24,NYI,LW,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,1,7:13,7:13,0,0,,0,2,0,0,,timasdm01
997,Carsen Twarynski,23,PHI,F,7,0,0,0,-3,2,0,0,0,0,0,0,0,4,0.0,7,61:59,8:51,1,2,33.3,2,17,0,0,,twaryca01
998,Linus Ullmark,27,BUF,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1117:05,55:51,0,0,,0,0,0,8,,ullmali01
999,Vítek Vaněček,25,WSH,G,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2115:29,57:11,0,0,,0,0,0,5,Calder-6,vanecvi01
1000,Veini Vehviläinen,23,CBJ,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,10:40,10:40,0,0,,0,0,0,0,,vehvive01
1001,Jeffrey Viel,24,SJS,F,11,0,0,0,-7,23,0,0,0,0,0,0,0,10,0.0,15,79:57,7:16,0,0,,0,22,0,1,,vielje01
1002,Daniel Vladař,23,BOS,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,300:04,60:01,0,0,,0,0,0,2,,vladada01
1003,Daniel Walcott,26,TBL,D,1,0,0,0,-1,5,0,0,0,0,0,0,0,1,0.0,1,10:03,10:03,0,1,0.0,0,7,1,0,,walcoda01
1004,Yannick Weber,32,PIT,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,3,22:38,11:19,0,0,,0,4,0,1,,weberya01
1005,Scott Wedgewood,28,NJD,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,888:02,55:30,0,0,,0,0,0,8,,wedgesc01
1006,Andy Welinski,27,ANA,D,13,0,0,0,4,0,0,0,0,0,0,0,0,16,0.0,35,195:20,15:02,0,0,,7,14,2,7,,welinan01
1007,Colton White,23,NJD,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,4,28:32,14:16,0,0,,0,2,0,0,,whiteco03
1008,Jesse Ylönen,21,MTL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4,11:23,11:23,0,0,,0,0,0,1,,yloneje01
1009,Cameron York,20,PHI,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,6,59:21,19:47,0,0,,2,1,1,0,,yorkca01
1010,Artyom Zagidulin,25,CGY,G,1,0,0,0,,0,0,0,0,0,0,0,0,0,,0,28:13,28:13,0,0,,0,0,0,0,,zagidar01
1011,Egor Zamula,20,PHI,D,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,8,34:08,17:04,0,0,,1,1,1,0,,zamulye01
,League Average,,,,,,,,,,,,,,,,,,9.7,,,18:45,,,50.0,,,,,,-9999
