,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
831,Jonathan Bernier,27,TOR,G,38,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2146:46,56:30,0,0,,0,0,0,11,,bernijo01
832,Christoph Bertschy,21,MIN,C,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4,20:50,6:57,0,0,,2,7,0,0,,bertsch02
833,Jean-François Bérubé,24,NYI,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,398:42,56:57,0,0,,0,0,0,3,,berubje02
834,Jordan Binnington,22,STL,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12:47,12:47,,,,,0,0,0,,binnijo01
835,Eric Boulton,39,NYI,LW,6,0,0,0,-3,2,0,0,0,0,0,0,0,3,0.0,5,56:55,9:29,0,0,,0,15,1,2,,boulter01
836,Laurent Brossoit,22,EDM,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,299:31,59:54,0,0,,0,0,0,2,,brossla01
837,Chris Brown,24,WSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,7:41,7:41,0,0,,0,2,0,0,,brownch01
838,Peter Budaj,33,LAK,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,62:18,62:18,,,,,0,0,0,,budajpe01
839,Brett Bulmer,23,MIN,RW,3,0,0,0,-1,7,0,0,0,0,0,0,0,2,0.0,2,20:09,6:43,0,0,,0,2,0,0,,bulmebr01
840,Chris Butler,29,STL,D,5,0,0,0,-1,4,0,0,0,0,0,0,0,4,0.0,7,57:30,11:30,0,0,,8,3,0,2,,butlech01
841,Jordan Caron,25,STL,RW,4,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,2,32:30,8:08,0,0,,0,6,0,0,,caronjo01
842,Ryan Carpenter,25,SJS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:27,7:27,0,2,0.0,0,1,0,0,,carpery01
843,Sam Carrick,23,TOR,C,3,0,0,0,-2,4,0,0,0,0,0,0,0,4,0.0,4,34:24,11:28,1,0,100.0,0,4,0,0,,carrisa01
844,Trevor Carrick,21,CAR,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,6,33:19,16:40,0,0,,2,1,4,1,,carritr01
845,Daniel Catenacci,22,BUF,C,11,0,0,0,-2,0,0,0,0,0,0,0,0,7,0.0,8,96:08,8:44,2,0,100.0,2,22,2,0,,catenda01
846,Sean Collins,27,WSH,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,1,17:03,8:32,0,0,,2,0,0,0,,collise02
847,Mike Condon,25,MTL,G,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3122:44,56:47,0,0,,0,0,1,55,,condomi01
848,Pheonix Copley,24,STL,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24:26,24:26,,,,,0,0,0,,copleph01
849,Patrice Cormier,25,WPG,C,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,8:59,4:30,3,6,33.3,0,1,0,0,,cormipa01
850,Yann Danis,34,NJD,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,50:30,25:15,0,0,,0,0,0,1,,danisya01
851,Scott Darling,27,CHI,G,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1560:01,53:48,0,0,,0,0,0,12,,darlisc01
852,Chase De Leo,20,WPG,C,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,2,18:50,9:25,1,0,100.0,0,0,0,0,,deleoch01
853,Nic Dowd,25,LAK,C,5,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,8,52:53,10:35,18,16,52.9,0,6,3,3,,dowdni01
854,Chris Driedger,21,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31:49,31:49,,,,,0,0,0,,driedch01
855,Devan Dubnyk,29,MIN,G,67,0,0,0,0,8,0,0,0,0,0,0,0,0,,0,3861:24,57:38,0,0,,0,1,0,32,ASGASnhl-11,dubnyde01
856,Brian Elliott,30,STL,G,42,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2263:00,53:53,0,0,,0,0,0,9,ASnhl-10Vezina-9,elliobr01
857,Morgan Ellis,23,MTL,D,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,7,26:52,8:57,0,0,,2,1,0,2,,ellismo01
858,Jhonas Enroth,27,LAK,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,856:18,53:31,0,0,,0,0,0,1,,enrotjh01
859,Dennis Everberg,24,COL,RW,15,0,0,0,-5,0,0,0,0,0,0,0,0,9,0.0,16,134:09,8:57,0,0,,12,11,0,3,,everbde01
860,Andrew Ference,36,EDM,D,6,0,0,0,-4,6,0,0,0,0,0,0,0,4,0.0,11,78:21,13:04,0,0,,5,10,0,2,,ferenan01
861,Anton Forsberg,23,CBJ,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,178:09,44:32,,,,,0,0,0,,forsban01
862,Max Friberg,23,ANA,LW,5,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,6,44:12,8:50,0,0,,2,7,0,0,,fribema01
863,Alex Friesen,25,VAN,C,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,2,11:43,11:43,0,1,0.0,0,1,1,0,,friesal01
864,Kurtis Gabriel,22,MIN,RW,3,0,0,0,1,10,0,0,0,0,0,0,0,1,0.0,1,13:29,4:30,0,0,,0,4,1,0,,gabriku01
865,Christopher Gibson,23,NYI,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,194:02,48:31,0,0,,0,0,0,2,,gibsoch01
866,Marc-André Gragnani,28,NJD,D,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,,9,57:27,14:22,0,0,,1,1,1,1,,gragnma01
867,Alex Grant,27,ARI,D,5,0,0,0,-2,7,0,0,0,0,0,0,0,4,0.0,10,66:10,13:14,0,0,,2,7,1,0,,grantal01
868,Tyler Graovac,22,MIN,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,6,23:13,11:37,13,6,68.4,0,1,2,0,,graovty01
869,Kevin Gravel,23,LAK,D,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,12,58:23,11:41,0,0,,4,4,0,2,,graveke01
870,Matt Greene,32,LAK,D,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0.0,4,35:15,11:45,0,0,,1,5,0,3,,greenma01
871,Alexandre Grenier,24,VAN,RW,6,0,0,0,-4,2,0,0,0,0,0,0,0,9,0.0,13,68:51,11:29,1,1,50.0,3,5,3,3,,grenial01
872,Philipp Grubauer,24,WSH,G,22,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1111:02,50:30,0,0,,0,0,0,16,,grubaph01
873,Kristers Gudlevskis,23,TBL,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,59:57,59:57,,,,,0,0,0,,gudlekr01
874,Nate Guenin,33,COL,D,29,0,0,0,2,2,0,0,0,0,0,0,0,10,0.0,26,378:45,13:04,0,0,,33,15,2,6,,guenina01
875,Jonas Gustavsson,31,BOS,G,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1258:28,52:26,0,0,,0,0,0,2,,gustajo01
876,Andrew Hammond,27,OTT,G,24,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1382:19,57:36,0,0,,0,0,0,8,,hammoan01
877,Markus Hännikäinen,22,CBJ,LW,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,3,28:35,7:09,0,0,,0,7,1,0,,hannima01
878,Magnus Hellberg,24,NYR,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20:00,20:00,,,,,0,0,0,,hellbma01
879,Connor Hellebuyck,22,WPG,G,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1433:28,55:08,0,0,,0,0,0,15,,helleco01
880,Jonas Hiller,33,CGY,G,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1350:52,51:57,0,0,,0,0,0,15,,hillejo01
881,Vinnie Hinostroza,21,CHI,C,7,0,0,0,-1,6,0,0,0,0,0,0,0,6,0.0,10,60:50,8:41,13,19,40.6,2,2,3,1,,hinosvi01
882,Bud Holloway,27,MTL,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,7:19,7:19,0,1,0.0,0,0,2,1,,hollobu01
883,Brad Hunt,27,EDM,D,7,0,0,0,-1,2,0,0,0,0,0,0,0,12,0.0,26,99:15,14:11,0,0,,7,7,2,6,,huntbr01
884,Michael Hutchinson,25,WPG,G,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1585:57,52:52,0,0,,0,0,0,18,,hutchmi01
885,Matt Irwin,28,BOS,D,2,0,0,0,-5,0,0,0,0,0,0,0,0,3,0.0,5,29:52,14:56,0,0,,0,1,0,0,,irwinma01
886,Tim Jackman,34,ANA,RW,2,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,1,11:28,5:44,0,0,,0,2,0,1,,jackmti01
887,Ross Johnston,21,NYI,LW,1,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,16:17,16:17,0,0,,0,6,2,0,,johnsro02
888,Ryan Johnston,23,MTL,D,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,5,48:50,16:17,0,0,,2,2,0,1,,johnsry02
889,Martin Jones,26,SJS,G,65,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3785:52,58:15,0,0,,0,0,0,21,ASnhl-9Vezina-7,jonesma02
890,Kasperi Kapanen,19,TOR,RW,9,0,0,0,-3,2,0,0,0,0,0,0,0,14,0.0,23,133:01,14:47,0,0,,1,10,4,1,,kapanka01
891,Jason Kasdorf,23,BUF,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60:00,60:00,,,,,0,0,0,,kasdoja01
892,Ronalds Ķēniņš,24,VAN,LW,8,0,0,0,-1,6,0,0,0,0,0,0,0,6,0.0,13,91:17,11:25,1,2,33.3,2,19,3,2,,keninro01
893,Michael Keränen,26,MIN,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,6:09,6:09,0,0,,0,1,0,0,,keranmi01
894,Alexander Khokhlachev,22,BOS,C,5,0,0,0,-2,0,0,0,0,0,0,0,0,4,0.0,10,51:16,10:15,0,2,0.0,1,2,0,1,,khokhal01
895,Anton Khudobin,29,ANA,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,356:20,39:36,0,0,,0,0,0,2,,khudoan01
896,Keith Kinkaid,26,NJD,G,23,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1240:26,53:56,0,0,,0,0,0,7,,kinkake01
897,Joonas Korpisalo,21,CBJ,G,31,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1803:03,58:10,0,0,,0,0,0,6,,korpijo01
898,Darcy Kuemper,25,MIN,G,21,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1063:24,50:38,0,0,,0,0,0,9,,kuempda01
899,Dean Kukan,22,CBJ,D,8,0,0,0,9,0,0,0,0,0,0,0,0,3,0.0,6,138:50,17:21,0,0,,10,7,4,3,,kukande01
900,Brett Kulak,22,CGY,D,8,0,0,0,-2,0,0,0,0,0,0,0,0,9,0.0,18,98:46,12:21,0,0,,3,2,3,4,,kulakbr01
901,Oliver Kylington,18,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,17:22,17:22,0,0,,1,0,0,0,,kylinol01
902,Taylor Leier,21,PHI,LW,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,9,46:20,7:43,0,0,,3,2,3,1,,leierta01
903,Michael Leighton,34,CHI,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,39:29,39:29,,,,,0,0,0,,leighmi01
904,Bryan Lerg,30,SJS,C,6,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,7,53:15,8:53,17,16,51.5,3,13,0,0,,lergbr01
905,Brett Lernout,20,MTL,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6:30,6:30,0,0,,0,1,0,0,,lernobr01
906,Petteri Lindbohm,22,STL,D,10,0,0,0,-4,7,0,0,0,0,0,0,0,9,0.0,24,137:53,13:47,0,0,,11,14,2,1,,lindbpe02
907,Esa Lindell,21,DAL,D,4,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,9,56:11,14:03,0,0,,9,4,0,3,,lindees01
908,Charlie Lindgren,22,MTL,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60:00,60:00,,,,,0,0,0,,lindgch01
909,Clarke MacArthur,30,OTT,LW,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,8,43:26,10:52,0,1,0.0,1,3,0,0,,macarcl01
910,Steve Mason,27,PHI,G,54,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,3150:26,58:20,0,0,,0,0,0,24,ASnhl-11,masonst01
911,Mike Matheson,21,FLA,D,3,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,8,52:36,17:32,0,0,,1,1,1,1,,mathemi01
912,John McCarthy,29,SJS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:05,7:05,0,1,0.0,1,0,0,1,,mccarjo01
913,John McFarland,23,FLA,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,4,29:44,9:55,0,0,,3,5,0,1,,mcfarjo01
914,Tye McGinn,25,TBL,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,17:05,8:33,0,0,,0,0,1,0,,mcginty01
915,Curtis McKenzie,24,DAL,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,5,26:24,8:48,0,0,,1,4,1,0,,mckencu01
916,Mark McNeill,22,CHI,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:44,12:44,0,1,0.0,0,3,1,0,,mcneima01
917,Julian Melchiori,24,WPG,D,11,0,0,0,1,0,0,0,0,0,0,0,0,12,0.0,21,149:33,13:36,0,0,,9,18,2,5,,melchju01
918,Andrew Miller,27,EDM,C,6,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,4,54:44,9:07,13,16,44.8,0,4,1,0,,millean01
919,Al Montoya,30,FLA,G,25,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1351:14,54:03,0,0,,0,0,0,9,,montoal01
920,Josh Morrissey,20,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,15:54,15:54,0,0,,2,1,0,1,,morrijo04
921,Kael Mouillierat,28,PIT,LW,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,10:41,10:41,5,6,45.5,0,4,1,0,,mouilka01
922,Vojtěch Mozík,23,NJD,D,7,0,0,0,0,4,0,0,0,0,0,0,0,6,0.0,9,92:41,13:14,0,0,,5,12,0,1,,mozikvo01
923,Mirco Müller,20,SJS,D,11,0,0,0,-4,7,0,0,0,0,0,0,0,8,0.0,19,116:38,10:36,0,0,,3,2,1,6,,muellmi01
924,Matt Murray,21,PIT,G,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,748:35,57:35,0,0,,0,0,0,6,,murrama02
925,Stefan Noesen,22,ANA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10:02,10:02,0,0,,0,3,0,0,,noesest01
926,Tomáš Nosek,23,DET,C,6,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,5,60:50,10:08,4,4,50.0,0,6,3,0,,nosekto01
927,Jim O'Brien,27,NJD,C,4,0,0,0,-4,2,0,0,0,0,0,0,0,3,0.0,5,54:04,13:31,29,20,59.2,2,7,0,1,,obrieji01
928,Matt O'Connor,23,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,58:02,58:02,,,,,0,0,0,,oconnma01
929,Gustav Olofsson,21,MIN,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5,18:23,9:12,0,0,,0,2,0,2,,olofsgu01
930,Joni Ortio,24,CGY,G,22,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1196:09,54:22,0,0,,0,0,0,11,,ortiojo01
931,Daniel Paille,31,NYR,LW,12,0,0,0,-2,0,0,0,0,0,0,0,0,11,0.0,16,136:54,11:25,0,1,0.0,9,16,5,2,,paillda01
932,Michael Paliotta,22,CBJ,D,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0.0,2,7:32,7:32,0,0,,1,0,0,0,,paliomi01
933,Ondřej Pavelec,28,WPG,G,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1899:01,57:33,0,0,,0,0,0,17,,pavelon01
934,Andrey Pedan,22,VAN,D,13,0,0,0,-3,18,0,0,0,0,0,0,0,11,0.0,27,142:23,10:57,0,0,,8,40,0,5,,pedanan01
935,Stuart Percy,22,TOR,D,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,5,39:29,13:10,0,0,,3,4,1,1,,percyst01
936,Emile Poirier,21,CGY,LW,2,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,8,27:47,13:54,0,0,,1,4,1,0,,poiriem01
937,Corey Potter,32,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14:44,14:44,0,0,,1,0,0,0,,potteco01
938,Carey Price,28,MTL,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,698:20,58:12,0,0,,0,0,0,6,,priceca01
939,Antti Raanta,26,NYR,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1150:21,46:01,0,0,,0,0,0,4,,raantan01
940,John Ramage,24,CBJ,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,0,14:09,14:09,0,0,,4,0,0,0,,ramagjo01
941,Mikko Rantanen,19,COL,RW,9,0,0,0,-7,2,0,0,0,0,0,0,0,9,0.0,17,80:37,8:57,13,11,54.2,11,0,1,1,,rantami01
942,Kyle Rau,23,FLA,C,9,0,0,0,-1,2,0,0,0,0,0,0,0,15,0.0,28,113:19,12:35,0,0,,3,4,3,1,,rauky01
943,Brent Regner,26,FLA,D,7,0,0,0,-2,4,0,0,0,0,0,0,0,7,0.0,10,81:05,11:35,0,0,,7,4,0,1,,regnebr01
944,James Reimer,27,2TM,G,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2290:27,57:16,0,0,,0,0,0,20,,reimeja01
944,James Reimer,27,TOR,G,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1809:01,56:32,0,0,,0,0,0,16,,reimeja01
944,James Reimer,27,SJS,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,481:26,60:11,0,0,,0,0,0,4,,reimeja01
945,Borna Rendulic,23,COL,RW,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,3,22:35,7:32,0,3,0.0,3,1,1,0,,rendubo01
946,Chad Ruhwedel,25,BUF,D,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,2,15:30,15:30,0,0,,2,3,0,1,,ruhwech01
947,Philip Samuelsson,24,ARI,D,4,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,7,63:33,15:53,0,0,,11,3,1,1,,samueph01
948,Steven Santini,20,NJD,D,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,1,14:35,14:35,0,0,,2,0,0,1,,santist01
949,Juuse Saros,20,NSH,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,58:01,58:01,,,,,0,0,0,,sarosju01
950,Cole Schneider,25,BUF,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,7,25:15,12:38,0,0,,0,3,0,0,,schneco02
951,Cory Schneider,29,NJD,G,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3412:26,58:50,0,0,,0,0,0,27,ASGASnhl-6Byng-70Hart-17Vezina-6,schneco01
952,Jeff Schultz,29,LAK,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,1,18:15,18:15,0,0,,2,0,0,0,,schulje02
953,Ben Scrivens,29,MTL,G,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,821:58,54:48,0,0,,0,1,0,18,,scrivbe01
954,Eric Selleck,28,ARI,RW,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0.0,1,9:33,9:33,0,0,,0,3,0,0,,selleer01
955,Michael Sgarbossa,23,ANA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:21,8:21,2,2,50.0,2,0,0,0,,sgarbmi01
956,Devin Shore,21,DAL,C,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0.0,2,36:21,12:07,0,1,0.0,0,2,0,1,,shorede01
957,Brady Skjei,21,NYR,D,7,0,0,0,1,4,0,0,0,0,0,0,0,6,0.0,17,124:08,17:44,0,0,,11,11,4,3,,skjeibr01
958,Ladislav Šmíd,29,CGY,D,22,0,0,0,-7,6,0,0,0,0,0,0,0,11,0.0,24,254:53,11:35,0,0,,33,39,1,4,,smidla01
959,Garret Sparks,22,TOR,G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,974:57,57:21,0,0,,0,0,0,7,,sparkga01
960,Ryan Stanton,26,WSH,D,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,0,8:41,8:41,0,0,,0,0,0,0,,stantry01
961,Chandler Stephenson,21,WSH,C,9,0,0,0,-3,2,0,0,0,0,0,0,0,2,0.0,4,70:43,7:51,30,25,54.5,4,5,3,1,,stephch02
962,Tyson Strachan,31,MIN,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,15:06,7:33,0,0,,0,4,0,0,,stracty01
963,Ben Street,28,COL,C,7,0,0,0,-1,4,0,0,0,0,0,0,0,8,0.0,10,51:25,7:21,26,21,55.3,4,6,0,2,,streebe01
964,Brad Stuart,36,COL,D,6,0,0,0,-2,0,0,0,0,0,0,0,0,0,,4,84:00,14:00,0,0,,7,11,0,3,,stuarbr02
965,Chris Summers,27,NYR,D,3,0,0,0,-2,4,0,0,0,0,0,0,0,5,0.0,7,46:10,15:23,0,0,,1,4,0,0,,summech01
966,Brody Sutter,24,CAR,C,8,0,0,0,-4,0,0,0,0,0,0,0,0,7,0.0,9,71:44,8:58,9,4,69.2,0,21,1,1,,suttebr05
967,Brandon Tanev,24,WPG,LW,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,11,36:08,12:03,0,0,,2,7,0,0,,tanevbr01
968,Eric Tangradi,26,DET,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6:55,6:55,0,1,0.0,0,1,0,0,,tangrer01
969,Matt Taormina,29,TBL,D,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,5,41:47,13:56,0,0,,3,1,0,2,,taormma01
970,Paul Thompson,27,NJD,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,4,37:35,12:32,0,0,,0,3,1,0,,thomppa02
971,Jarred Tinordi,23,2TM,D,10,0,0,0,-5,17,0,0,0,0,0,0,0,3,0.0,10,142:59,14:18,0,0,,11,22,1,1,,tinorja01
971,Jarred Tinordi,23,MTL,D,3,0,0,0,-3,5,0,0,0,0,0,0,0,0,,0,39:18,13:06,0,0,,4,5,0,0,,tinorja01
971,Jarred Tinordi,23,ARI,D,7,0,0,0,-2,12,0,0,0,0,0,0,0,3,0.0,10,103:41,14:49,0,0,,7,17,1,1,,tinorja01
972,Dustin Tokarski,26,MTL,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,226:10,37:42,0,0,,0,0,0,1,,tokardu01
973,Niklas Treutle,24,ARI,G,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,49:42,24:51,0,0,,0,0,0,0,,treutni01
974,Linus Ullmark,22,BUF,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1130:40,56:32,0,0,,0,0,0,8,,ullmali01
975,Rinat Valiev,20,TOR,D,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,18,122:30,12:15,0,0,,4,9,1,3,,valieri01
976,Semyon Varlamov,27,COL,G,57,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,3159:25,55:26,0,0,,0,0,0,19,,varlasi01
977,Andrei Vasilevskiy,21,TBL,G,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1258:38,52:27,0,0,,0,0,0,8,,vasilan02
978,Joe Vitale,30,ARI,C,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0.0,2,6:13,6:13,0,1,0.0,0,1,0,0,,vitaljo01
979,Cam Ward,31,CAR,G,52,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3038:04,58:25,0,0,,0,0,0,13,,wardca01
980,Jordan Weal,23,2TM,C,14,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,11,131:03,9:22,33,35,48.5,2,5,5,4,,wealjo01
980,Jordan Weal,23,LAK,C,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,5,81:10,8:07,20,24,45.5,1,2,4,3,,wealjo01
980,Jordan Weal,23,PHI,C,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,6,49:53,12:28,13,11,54.2,1,3,1,1,,wealjo01
981,Scott Wedgewood,23,NJD,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,240:45,60:11,,,,,0,0,0,,wedgesc01
982,Jeremy Welsh,27,STL,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,1,16:37,8:19,1,2,33.3,0,4,1,0,,welshje01
983,Roman Will,23,COL,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18:28,18:28,,,,,0,0,0,,willro01
984,Garrett Wilson,24,FLA,LW,29,0,0,0,-3,24,0,0,0,0,0,0,0,28,0.0,46,271:48,9:22,0,1,0.0,4,75,2,2,,wilsoga01
985,James Wisniewski,31,CAR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0:47,0:47,0,0,,0,1,0,0,,wisnija01
986,Luke Witkowski,25,TBL,D,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0.0,4,28:31,7:08,0,0,,1,8,0,1,,witkolu01
987,Miles Wood,20,NJD,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,13:06,13:06,0,0,,0,1,0,0,,woodmi01
988,Brendan Woods,23,CAR,LW,5,0,0,0,0,7,0,0,0,0,0,0,0,5,0.0,5,43:32,8:42,0,1,0.0,0,3,1,1,,woodsbr01
989,Jeff Zatkoff,28,PIT,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,732:03,52:17,0,0,,0,0,0,3,,zatkoje01
990,Harry Zolnierczyk,28,ANA,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,1,8:48,8:48,0,0,,0,3,0,0,,zolniha01
,League Average,,,,,,,,,,,,,,,,,,9.0,,,18:43,,,50.0,,,,,,-9999
